record_id,title,authors,year,venue,publication_type,doi,arxiv_id,source_url,citation_count,citation_date,domain_neurodivergent,domain_education,domain_adaptive,study_type,sample_size,population_type,input_signal,ai_method,prediction_target,evaluation_metrics,quality_rigor,quality_transfer,quality_repro_ethics,decision,decision_reason,dedup_group,reviewer,review_date,notes
PNA019,Guidance for identification and treatment of individuals with attention deficit/hyperactivity disorder and autism spectrum disorder based upon expert consensus,Susan Young; Jack Hollingdale; Michael Absoud; Patrick Bolton; Polly Branney; William Colley; Emily Craze; Mayuri Dave,2020,BMC Medicine,journal,10.1186/s12916-020-01585-y,,https://doi.org/10.1186/s12916-020-01585-y,155,2026-04-10,1,0,1,,,,,,,,,,,,,PNA019,,,openalex-pilot-collection
PNA020,The Role of Alpha Oscillations among the Main Neuropsychiatric Disorders in the Adult and Developing Human Brain: Evidence from the Last 10 Years of Research,Giuseppe Ippolito; Riccardo Bertaccini; Luca Tarasi; Francesco Di Gregorio; Jelena Trajkovic; Simone Battaglia; Vincenzo Romei,2022,Biomedicines,journal,10.3390/biomedicines10123189,,https://doi.org/10.3390/biomedicines10123189,119,2026-04-10,1,0,1,,,,,,,,,,,,,PNA020,,,openalex-pilot-collection
PEA001,Adaptive Learning Using Artificial Intelligence in e-Learning: A Literature Review,Ilie Gligorea; Marius Cioca; Romana Oancea; Andra-Teodora Gorski; Hortensia Gorski; Paul Tudorache,2023,Education Sciences,review_article,10.3390/educsci13121216,,https://doi.org/10.3390/educsci13121216,701,2026-04-10,0,1,1,,,,,,,,,,,,,PEA001,,,openalex-pilot-collection
PEA002,Artificial intelligence in education: The three paradigms,Fan Ouyang; Pengcheng Jiao,2021,Computers and Education Artificial Intelligence,journal,10.1016/j.caeai.2021.100020,,https://doi.org/10.1016/j.caeai.2021.100020,736,2026-04-10,0,1,1,,,,,,,,,,,,,PEA002,,,openalex-pilot-collection
PEA003,Adaptive Learning Systems: Exploring Personalized Paths in Vocational Education,Shanguo Zhao; Guangmei Hai; Hongtao Ma,2024,Curriculum learning and exploration.,journal,10.18686/cle.v2i2.3803,,https://doi.org/10.18686/cle.v2i2.3803,8,2026-04-10,0,1,1,,,,,,,,,,,,,PEA003,,,openalex-pilot-collection
PEA004,The Effectiveness of Adaptive Learning Systems in Personalized Education,Kaitlynn Mirari,2022,Journal of Education Review Provision,journal,10.55885/jerp.v2i3.194,,https://doi.org/10.55885/jerp.v2i3.194,10,2026-04-10,0,1,1,,,,,,,,,,,,,PEA004,,,openalex-pilot-collection
PEA005,Adaptive intelligent tutoring systems for STEM education: analysis of the learning impact and effectiveness of personalized feedback,William Villegas-Ch; Diego Buenaño-Fernández; Alexandra Maldonado Navarro; Aracely Mera-Navarrete,2025,Smart Learning Environments,journal,10.1186/s40561-025-00389-y,,https://doi.org/10.1186/s40561-025-00389-y,15,2026-04-10,0,1,1,,,,,,,,,,,,,PEA005,,,openalex-pilot-collection
PEA006,Intelligence Quotient insights through pattern mining Leveraging Tensor Factorization Techniques for personalized Education and Adaptive Learning Systems,Rasha sakhnini; Alexey vinokurov,2025,PatternIQ mining.,journal,10.70023/sahd/250207,,https://doi.org/10.70023/sahd/250207,12,2026-04-10,0,1,1,,,,,,,,,,,,,PEA006,,,openalex-pilot-collection
PEA007,Artificial Intelligence-Enabled Intelligent Assistant for Personalized and Adaptive Learning in Higher Education,Ramteja Sajja; Yusuf Sermet; Muhammed Cikmaz; David M. Cwiertny; İbrahim Demir,2024,Information,journal,10.3390/info15100596,,https://doi.org/10.3390/info15100596,393,2026-04-10,0,1,1,,,,,,,,,,,,,PEA007,,,openalex-pilot-collection
PEA008,AI in education: A review of personalized learning and educational technology,Oyebola Olusola Ayeni; Nancy Mohd Al Hamad; Onyebuchi Nneamaka Chisom; Blessing Osawaru; Ololade Elizabeth Adewusi,2024,GSC Advanced Research and Reviews,review_article,10.30574/gscarr.2024.18.2.0062,,https://doi.org/10.30574/gscarr.2024.18.2.0062,302,2026-04-10,0,1,1,,,,,,,,,,,,,PEA008,,,openalex-pilot-collection
PEA009,Artificial intelligence in education: A systematic literature review,Shan Wang; Fang Wang; Zhen Zhu; Jingxuan Wang; Tam Tran; Zhao Du,2024,Expert Systems with Applications,journal,10.1016/j.eswa.2024.124167,,https://doi.org/10.1016/j.eswa.2024.124167,553,2026-04-10,0,1,1,,,,,,,,,,,,,PEA009,,,openalex-pilot-collection
PEA010,"Navigating the confluence of artificial intelligence and education for sustainable development in the era of industry 4.0: Challenges, opportunities, and ethical dimensions",Ammar Abulibdeh; Esmat Zaidan; Rawan Abulibdeh,2024,Journal of Cleaner Production,journal,10.1016/j.jclepro.2023.140527,,https://doi.org/10.1016/j.jclepro.2023.140527,536,2026-04-10,0,1,1,,,,,,,,,,,,,PEA010,,,openalex-pilot-collection
PEA011,Leveraging AI in E-Learning: Personalized Learning and Adaptive Assessment through Cognitive Neuropsychology—A Systematic Analysis,Constantinos Halkiopoulos; Evgenia Gkintoni,2024,Electronics,journal,10.3390/electronics13183762,,https://doi.org/10.3390/electronics13183762,233,2026-04-10,0,1,1,,,,,,,,,,,,,PEA011,,,openalex-pilot-collection
PEA012,Harnessing Artificial Intelligence for Personalized Learning Pathways: A Framework for Adaptive Education Management Systems,Qi Zhang,2024,Applied and Computational Engineering,journal,10.54254/2755-2721/82/20241102,,https://doi.org/10.54254/2755-2721/82/20241102,6,2026-04-10,0,1,1,,,,,,,,,,,,,PEA012,,,openalex-pilot-collection
PEA013,REVOLUTIONIZING EDUCATION THROUGH AI: A COMPREHENSIVE REVIEW OF ENHANCING LEARNING EXPERIENCES,Oseremi Onesi-Ozigagun; Yinka James Ololade; Nsisong Louis Eyo-Udo; Damilola Oluwaseun Ogundipe,2024,International Journal of Applied Research in Social Sciences,review_article,10.51594/ijarss.v6i4.1011,,https://doi.org/10.51594/ijarss.v6i4.1011,225,2026-04-10,0,1,1,,,,,,,,,,,,,PEA013,,,openalex-pilot-collection
PEA014,When adaptive learning is effective learning: comparison of an adaptive learning system to teacher-led instruction,Shuai Wang; Claire Christensen; Wei Cui; Richard M. Tong; Louise Yarnall; Linda Shear; Mingyu Feng,2020,Interactive Learning Environments,journal,10.1080/10494820.2020.1808794,,https://doi.org/10.1080/10494820.2020.1808794,237,2026-04-10,0,1,1,,,,,,,,,,,,,PEA014,,,openalex-pilot-collection
PEA015,Biosensor technology for adaptive intelligent education systems to enhance personalized English learning,Xiaochen Li,2025,Molecular & cellular biomechanics,journal,10.62617/mcb912,,https://doi.org/10.62617/mcb912,2,2026-04-10,0,1,1,,,,,,,,,,,,,PEA015,,,openalex-pilot-collection
PEA016,Adaptive e-learning systems through learning styles: A review of the literature,Iraklis Katsaris; Nikolas Vidakis,2021,Advances in Mobile Learning Educational Research,review_article,10.25082/amler.2021.02.007,,https://doi.org/10.25082/amler.2021.02.007,155,2026-04-10,0,1,1,,,,,,,,,,,,,PEA016,,,openalex-pilot-collection
PEA017,Personalized feedback in digital learning environments: Classification framework and literature review,Uwe Maier; Christian Klotz,2022,Computers and Education Artificial Intelligence,journal,10.1016/j.caeai.2022.100080,,https://doi.org/10.1016/j.caeai.2022.100080,137,2026-04-10,0,1,1,,,,,,,,,,,,,PEA017,,,openalex-pilot-collection
PEA018,Challenging Cognitive Load Theory: The Role of Educational Neuroscience and Artificial Intelligence in Redefining Learning Efficacy,Evgenia Gkintoni; Hera Antonopoulou; Andrew Sortwell; Constantinos Halkiopoulos,2025,Brain Sciences,journal,10.3390/brainsci15020203,,https://doi.org/10.3390/brainsci15020203,160,2026-04-10,0,1,1,,,,,,,,,,,,,PEA018,,,openalex-pilot-collection
PEA019,"ChatGPT for Teaching, Learning and Research: Prospects and Challenges",Opara Emmanuel Chinonso; Adalikwu Mfon-Ette Theresa; Tolorunleke Caroline Aduke,2023,Global Academic Journal of Humanities and Social Sciences,journal,10.36348/gajhss.2023.v05i02.001,,https://doi.org/10.36348/gajhss.2023.v05i02.001,213,2026-04-10,0,1,1,,,,,,,,,,,,,PEA019,,,openalex-pilot-collection
PEA020,Transforming Foreign Language Education: The Role of AI-Based Adaptive Learning Systems in Enhancing Personalized Learning Amid Global Instability,Roman Poznanskyy; Liliia Pryimak; Halyna Apelt; Надія Савчук; Liliia KOPCHAK,2025,Metaverse Basic and Applied Research,journal,10.56294/mr2025179,,https://doi.org/10.56294/mr2025179,2,2026-04-10,0,1,1,,,,,,,,,,,,,PEA020,,,openalex-pilot-collection
